Iteration,ADAM_0.75,ADAM_0.9,GD_0.6,GD_0.7,GD_0.8,GD_0.9
0,0.9838249674055423,0.9809716851431931,0.9904722116449947,0.9949444711749479,0.9843433866632644,0.9839504441031073
1,0.9838249674009045,0.9809716851388421,0.9902242179341796,0.9947576644500267,0.9841085698427271,0.9836549972340167
2,0.9838249674072532,0.9809716851453185,0.9906437097387997,0.9950162883672393,0.9844696537066919,0.9841466440245101
3,0.9838249674052986,0.9809716851439816,0.9906096059358707,0.9949883879758004,0.9844681995918305,0.9840364112466192
4,0.98382496740232,0.9809716851391734,0.9901500109744179,0.9947099660159525,0.9839785949601871,0.9836278235947506
5,0.9838249674085633,0.9809716851475502,0.9907415966465383,0.9951075589815721,0.984716725903564,0.9843791330585058
6,0.9838249674038048,0.9809716851422647,0.9905037368783527,0.9949052519005097,0.984264365168853,0.9838450556840874
7,0.9838249674066404,0.9809716851445177,0.9904989841634617,0.9949961329687312,0.9844245465327907,0.9840703075506936
8,0.9838249674098659,0.9809716851482462,0.9906894220703288,0.995094751569575,0.9847142214802662,0.9843763095014786
9,0.9838249674066235,0.9809716851448448,0.990630866197502,0.9950043322924473,0.9844680850942193,0.9840793249312003
10,0.6590599353301677,0.6610334594444373,0.9870588712388599,0.9933720708561825,0.9764821510467364,0.9743246405808819
11,0.6590599353121679,0.6610334594251719,0.9867809045297256,0.9931618859581691,0.9762085344864598,0.9739754660680688
12,0.6590599353051416,0.6610334594249683,0.9872611253010387,0.9934561098988951,0.9766310846234413,0.9745683642646629
13,0.6590599353257709,0.6610334594567021,0.9872187970430291,0.9934203569267599,0.9766323879778183,0.974433405756491
14,0.6590599353137105,0.6610334594349254,0.9866962616146875,0.9931052988238521,0.9760495980953003,0.9739327746087223
15,0.6590599353217932,0.6610334594482014,0.9873802217421727,0.9935646696511362,0.9769380385877413,0.974873289410332
16,0.6590599353285886,0.6610334594464249,0.9870854366928568,0.9933202531275699,0.9763698553246174,0.974169741552006
17,0.6590599353077652,0.6610334594272345,0.9870893474149038,0.9934305379479837,0.9765847784853434,0.9744737565995829
18,0.6590599353554554,0.6610334594634795,0.9873288080500047,0.9935564675623043,0.9769679073843065,0.9748971594718047
19,0.659059935335299,0.6610334594546088,0.9872629975875531,0.9934479678793992,0.9766724921638351,0.9745381458884654
20,0.25861905307479427,0.32218325395700304,0.9824213644463672,0.991236198667236,0.9641618082388232,0.9584148558226822
21,0.25861905308142424,0.3221832539770545,0.9821130695340441,0.9909998424190144,0.9638516605715532,0.9580129763518809
22,0.25861905307906896,0.32218325396445097,0.9826566562311356,0.991334753169056,0.9643228667022647,0.958697960333272
23,0.2586190530769762,0.32218325394777086,0.9826073505162503,0.9912890415492293,0.9643434510902363,0.9585508276688517
24,0.25861905308469446,0.32218325397345043,0.9820164942294541,0.9909322906316185,0.9636603918288593,0.9579507897027308
25,0.25861905307641864,0.322183253944006,0.9828021897862993,0.9914645863900654,0.964703745628381,0.9590993017702788
26,0.25861905309841104,0.3221832539668098,0.9824387316341939,0.9911674863795896,0.9640048019890566,0.9581875081861533
27,0.25861905308482447,0.3221832539770513,0.9824573562270901,0.991303245245023,0.9642985554190014,0.9586061926224778
28,0.2586190530955854,0.3221832539398912,0.9827544114414181,0.9914639930240966,0.964790145712786,0.9591756468860002
29,0.2586190530585098,0.3221832539492754,0.9826843906541137,0.9913337029788568,0.9644543595060634,0.9587673213423022
30,0.3165996230038107,0.4026952426217586,0.9761622704336919,0.9883016738356127,0.9454249511230575,0.932906454147614
31,0.316599623036117,0.4026952426385007,0.975823787589772,0.988036340102402,0.9450788009794822,0.9324500175906664
32,0.31659962301783706,0.40269524262979395,0.9764309967193141,0.988417238951717,0.9455697613642539,0.9331869278727437
33,0.3165996230110658,0.40269524261395306,0.9763778717029516,0.9883591480357943,0.9456405756356837,0.933068489331748
34,0.3165996230366605,0.4026952426257071,0.9757134280680095,0.9879550278467075,0.9448590194659975,0.9323681267796754
35,0.31659962299823974,0.402695242607627,0.9766095604756403,0.9885733572037252,0.9460398298152259,0.9337155001409467
36,0.3165996230054223,0.40269524262235434,0.9761645777137773,0.9882102369543224,0.945209998665511,0.9325767413171329
37,0.3165996230242477,0.4026952426355431,0.9762058474885835,0.9883800828242901,0.9456079974089378,0.9331509396542608
38,0.3165996229985558,0.40269524260248496,0.976569222418229,0.9885847916247916,0.9462139359240819,0.9338845839848726
39,0.3165996230016471,0.402695242625488,0.9765004707345815,0.9884286597916201,0.9458652431229325,0.9334707702891645
40,0.18268304904259558,0.12168426099466012,0.9677707370126056,0.9842203268907346,0.9180877206197502,0.8941531382057712
41,0.18268304905777066,0.12168426099061709,0.9674018992897941,0.9839234435197699,0.9176903422048956,0.8936084128560198
42,0.18268304905307492,0.12168426100158092,0.9680707475337375,0.9843552461276733,0.9181735558625805,0.8943473419161905
43,0.1826830490453441,0.1216842609909067,0.9680191513417375,0.9842822483530507,0.9183308300897073,0.894323857556499
44,0.18268304905962257,0.12168426099067271,0.9672754182485017,0.9838245392055018,0.9174597314123721,0.8935167428821973
45,0.18268304904029883,0.12168426099646848,0.9682906718612104,0.9845439638667184,0.9187508606515855,0.8950429670401998
46,0.18268304903333493,0.1216842609898167,0.9677501765731507,0.9840981974103716,0.9178009117698741,0.8936855320753636
47,0.18268304904667768,0.12168426098885203,0.9678236565427865,0.9843145469020425,0.9183186958720245,0.8944400027725843
48,0.18268304903067215,0.12168426099676459,0.9682627882603869,0.9845739479480891,0.919040082956905,0.8953556093424954
49,0.18268304905267224,0.1216842610006205,0.9682031675579713,0.9843879406507282,0.9187160356866331,0.895001465071586
50,0.2012552642516372,0.20129135616426722,0.9565721074438377,0.978471426000042,0.879853741040001,0.8376583725201844
51,0.20125526423283321,0.20129135615600102,0.9561713510135272,0.9781409922645483,0.8793660727968511,0.8369390887064643
52,0.20125526424964862,0.2012913561567581,0.956898175810811,0.9786270548252418,0.8798451616600726,0.8376777907715575
53,0.20125526425170676,0.20129135616100252,0.9568556784610825,0.9785370365942827,0.8801105801970331,0.8377975200251511
54,0.20125526423382434,0.2012913561576764,0.9560259860461308,0.9780191750083749,0.8791619352823281,0.8368640060391159
55,0.20125526424455792,0.20129135617940824,0.9571699391292923,0.9788563693456996,0.8805475575300431,0.8385881501581729
56,0.20125526423902967,0.20129135617181806,0.9565186200112539,0.9783076360496418,0.8794925285541915,0.8370216106893211
57,0.2012552642303807,0.20129135615268373,0.9566351105667558,0.9785885891150112,0.8801139343196315,0.8379485052597893
58,0.20125526423295526,0.20129135617574967,0.9571613662104156,0.9789145737019037,0.8809510339507509,0.8390904852198424
59,0.20125526426232163,0.201291356161554,0.9571205922016143,0.978695357857316,0.8806801123779175,0.8388331743375108
60,0.1971940382743811,0.1897079557224406,0.9416512731167538,0.9702677604727992,0.8303533958234596,0.7559052317810389
61,0.19719403824973777,0.18970795571288604,0.9412144922652169,0.9699026611957337,0.8297270471869659,0.7549110844098569
62,0.19719403826662524,0.189707955714689,0.9419942550672937,0.9704427271249507,0.8302583524717215,0.7557204969250628
63,0.19719403827649334,0.18970795572837265,0.9419708317770595,0.9703351004905192,0.8306224633430788,0.7559631835781365
64,0.19719403825274445,0.18970795572061952,0.9410476062617394,0.9697505229545991,0.8296026785011124,0.7548939401514814
65,0.19719403827717324,0.18970795573852656,0.9423308523683774,0.9707228969858871,0.8310802387417772,0.7568847040940261
66,0.19719403827065907,0.18970795573519544,0.9415522522067119,0.9700471550440797,0.8299590962632888,0.7551069998428364
67,0.197194038256162,0.18970795571362678,0.9417234309596901,0.9704191683494517,0.8305912584375548,0.7561569013442757
68,0.19719403826500603,0.18970795573594423,0.9423513910065282,0.9708237615511865,0.831539858619486,0.7575896149240222
69,0.19719403828206114,0.18970795571433627,0.9423406428612318,0.9705697740357536,0.8313272716666134,0.7573933162217609
70,0.1359308804751635,0.09733492038543519,0.921763821535165,0.9584027166392641,0.7752261920704104,0.6427489776738902
71,0.1359308804627007,0.09733492038524627,0.9212828217428752,0.9580027212882142,0.7744529883621954,0.6414450880639003
72,0.13593088047090268,0.09733492038441631,0.922108952161385,0.9585895535307903,0.7751068489326343,0.64244082678943
73,0.13593088047690302,0.09733492039823281,0.922117683431936,0.9584675344231497,0.7755298180584979,0.6427019831758003
74,0.13593088046590013,0.09733492038829421,0.9210931895928232,0.9578102208704509,0.7744366214744814,0.6415198067585927
75,0.13593088048885044,0.09733492039053726,0.9225261601950008,0.9589340180278636,0.7759840844295035,0.643803057014703
76,0.13593088048258647,0.09733492039002034,0.9216039057255914,0.9581045306920883,0.7748781317594069,0.6419103078161761
77,0.13593088047099325,0.09733492038459635,0.9218416361715928,0.9586058106313786,0.7753730895448612,0.6429212870140841
78,0.1359308804763512,0.09733492039041791,0.922589833459804,0.9590993546624296,0.7764248148880923,0.6446393880862507
79,0.13593088047582666,0.09733492037837976,0.9226221423004601,0.958812177124994,0.776261607185187,0.6444058055367446
80,0.11620061255817751,0.10208929624830157,0.895257056223253,0.9410031009651962,0.7208908664155116,0.5109174055620964
81,0.1162006125623855,0.10208929625767457,0.8947164570896913,0.9405678835840187,0.7200317683453896,0.5094817474673331
82,0.11620061255954642,0.10208929625069056,0.8955820000515416,0.9411819586704884,0.7207883524938025,0.5106578855107254
83,0.11620061255412831,0.10208929625718308,0.8956395394725414,0.9410573391053816,0.7212345563803133,0.5108104944134426
84,0.116200612558685,0.10208929625117089,0.8945062647140476,0.9403228374397781,0.7200844138507934,0.509625864679626
85,0.11620061256999084,0.1020892962391248,0.8960985241557189,0.9416086357221305,0.7216456048270101,0.5119151654784162
86,0.11620061257220049,0.1020892962415346,0.8950184654989156,0.9406000207392726,0.7205966945298183,0.5102679199576935
87,0.11620061256185048,0.10208929625134573,0.8953323104774439,0.9412833630408048,0.7209356372349792,0.5110481773882207
88,0.11620061255849215,0.10208929624059473,0.8962239491989236,0.9418718233394234,0.7220887945947716,0.5127338204791559
89,0.1162006125484232,0.10208929624892364,0.896314706622926,0.9415575750227871,0.7219928497147114,0.512402471229775
90,0.12287390480158944,0.1265671564173945,0.8599952369358338,0.91519628538595,0.6646944387550153,0.40244013790361655
91,0.1228739048181116,0.12656715642999194,0.8593674912643087,0.9147211139472364,0.6637875332070525,0.40126253564136966
92,0.12287390480798308,0.1265671564192612,0.8602713635987508,0.9153248555259157,0.6645944731670749,0.40237179417259866
93,0.1228739047942187,0.12656715641741706,0.8603953176685135,0.9152267717879938,0.665052709016617,0.4023865752245048
94,0.122873904809132,0.12656715642069566,0.8591446143265511,0.914413727490469,0.663863528863205,0.40137832673236595
95,0.12287390480519005,0.12656715640427477,0.8609085264500831,0.9158574089150715,0.6654298068010291,0.4031025781291504
96,0.1228739048127323,0.1265671564061132,0.8596602043170352,0.9146561249973353,0.6643925456934572,0.40211378665457864
97,0.1228739048110078,0.12656715642164892,0.8600507553875942,0.9155858886230079,0.6646596866173126,0.4026849335810364
98,0.12287390479675786,0.1265671564059953,0.8611162269026004,0.9162685609972675,0.6659469545618142,0.4037926958360294
99,0.1228739047890883,0.12656715642243574,0.8612808456563898,0.9159380838846731,0.6659416463612422,0.40345219373525304
100,0.10135038512803315,0.08070291624036185,0.8132920649359544,0.8768829391599047,0.5981029759561047,0.3338479985565891
101,0.10135038514618473,0.0807029162471123,0.8125349358792319,0.8763445551507015,0.5971177162211785,0.3329761276448925
102,0.10135038513627832,0.08070291623732764,0.8134949717931619,0.8768912785463898,0.5979877571521737,0.33391873238106073
103,0.10135038512404722,0.08070291623430781,0.8136945069005058,0.8768723313522102,0.5984370905265635,0.33385384562177556
104,0.10135038513803327,0.08070291624127628,0.8123146260715426,0.8759813083129231,0.597206781393882,0.33297696729908666
105,0.10135038512714727,0.08070291623503871,0.8142736424784133,0.8775594617949214,0.5988487383090725,0.3342108380861987
106,0.1013503851299464,0.0807029162316232,0.8128514314426043,0.8761763494674437,0.5977657813066936,0.3335652641676031
107,0.1013503851413591,0.08070291624224162,0.8132961416346551,0.8774075587394552,0.597978942742004,0.3342170886252327
108,0.10135038512317798,0.08070291623703381,0.8145770454710011,0.8781825032560349,0.599468604910748,0.33492545479310787
109,0.10135038512451114,0.08070291624523085,0.8148224572333393,0.8778444199055908,0.5995314508459991,0.3346832139622997
110,0.061326035441977636,0.0701137858723964,0.7523416720698559,0.8210996212594276,0.5143003635533512,0.2701410492997847
111,0.06132603545052593,0.07011378586843062,0.7514087571145882,0.8204323703479636,0.5132276830640593,0.2693811322904055
112,0.06132603544637858,0.07011378586763364,0.7524750997104943,0.8209230748751178,0.5141948681858078,0.2701219845719288
113,0.06132603544409236,0.07011378586786407,0.7527346947343696,0.8210362635468043,0.5145678090986648,0.270112625013782
114,0.06132603544615325,0.07011378586731618,0.7512126957037849,0.8200611137670085,0.5133191454792299,0.26929876435973166
115,0.061326035442755854,0.07011378587652195,0.7534019219909617,0.8217608757661969,0.5150845380638497,0.2703628521135794
116,0.06132603543585302,0.0701137858717062,0.7518165579135443,0.820217460053754,0.513988503606266,0.2696796442883515
117,0.0613260354503057,0.07011378586770803,0.7522424475050785,0.8217493903074071,0.5140693477763081,0.270584460557657
118,0.0613260354441449,0.07011378587736705,0.7537893174572387,0.8226333860245637,0.5157595962752597,0.2712335770927906
119,0.06132603545119379,0.07011378587295407,0.7541006687586325,0.8222728539550515,0.5158232786422445,0.27103465186707754
120,0.05780490958781006,0.0665883799001398,0.6765916323546127,0.7443660693929932,0.42436785573664276,0.19713830544755323
121,0.05780490958402924,0.06658837989014466,0.6754665028916546,0.7434698532870133,0.42336632115811107,0.19639182986249237
122,0.05780490958456561,0.06658837989993202,0.6767143930822824,0.7440244215480273,0.42434106829660256,0.19702378158058895
123,0.05780490959413365,0.06658837989686586,0.6769817542540907,0.7442650337257143,0.424557674917757,0.1970687457831964
124,0.05780490958298612,0.06658837989336908,0.6753136755880691,0.7431916006445398,0.4234178111658557,0.1962888574775859
125,0.05780490958814135,0.06658837990621935,0.6777476014360092,0.7450629072607728,0.425105351831874,0.19729221348780007
126,0.05780490958010107,0.06658837990419245,0.6760602495777389,0.7433412261129421,0.4242303340852839,0.1966625999119433
127,0.0578049095846624,0.06658837989326225,0.6763209179200554,0.745077236362803,0.42409837099625414,0.19757030622442168
128,0.05780490959334732,0.06658837990689778,0.678168454923492,0.7461113343847943,0.42570414700400827,0.19822449857040442
129,0.05780490960041742,0.06658837989752678,0.6785017621189204,0.7456852276886189,0.425705874191652,0.19790408392946385
130,0.06874994503240095,0.05836465023394126,0.5904533301775127,0.6479025113017178,0.3566919266259842,0.12430439722407897
131,0.06874994502141678,0.05836465022631117,0.5891913133445834,0.6467389337969643,0.35593906515221396,0.12360208908171236
132,0.06874994502551138,0.05836465023906101,0.5906501285933405,0.6474796664626965,0.35675589695561494,0.12421355496249423
133,0.06874994503804563,0.058364650229843405,0.590866856142939,0.6477824152260397,0.3568740455259895,0.12426473555850755
134,0.0687499450242592,0.058364650232786384,0.5890820737472398,0.646630776431995,0.3559579197849866,0.12353906204058514
135,0.06874994502769942,0.05836465023677371,0.5916851122270324,0.6487332003215225,0.35725537851256145,0.12447053157446035
136,0.06874994502809333,0.0583646502359622,0.5900120879856136,0.6467890894344799,0.3567678434821414,0.12401995809899076
137,0.06874994502259175,0.05836465023268071,0.5899834978945168,0.6486054499439998,0.3565159811759268,0.12468764241195981
138,0.06874994503333971,0.05836465023715498,0.5920901365522125,0.6498068196767148,0.35770837778881803,0.12526193262183025
139,0.06874994503728635,0.05836465023190505,0.5923983186013446,0.6493128866335611,0.35769374764091816,0.12476155200272099
140,0.06701044378424163,0.05157759874873091,0.5003187603931396,0.5343074509417651,0.3075707479036818,0.07276029895418448
141,0.06701044377439964,0.05157759874829924,0.4990358974803041,0.5329490380762609,0.30695929742472816,0.07215181944565388
142,0.06701044377874994,0.051577598752213016,0.5005897501287156,0.5338218286486063,0.3076621375069284,0.07280226147755323
143,0.06701044378573073,0.05157759874648982,0.5007721874922852,0.5341530334034593,0.307774434216533,0.07279658833254381
144,0.067010443779532,0.05157759875358543,0.49896793493367825,0.5329831736639945,0.3069906453828227,0.07216339624939583
145,0.06701044377555451,0.051577598747729624,0.5015245390805655,0.535234854264031,0.3080157007078045,0.07295027832082654
146,0.06701044378235728,0.05157759874678536,0.4999883703222494,0.5331936183220846,0.307693613467905,0.07271453193139388
147,0.06701044377663876,0.051577598753951646,0.4997455488341059,0.5349563823646124,0.30746974378460845,0.07303639212579804
148,0.06701044378035301,0.05157759874770022,0.501915114876845,0.5362489397674339,0.3083911132571281,0.07343629204901266
149,0.0670104437801444,0.05157759874970573,0.5021960118551656,0.535754154164181,0.3084481357871878,0.07289633617134025
150,0.04931216222105954,0.05341733598296887,0.4182266065485515,0.4180622278829699,0.25682493820995606,0.045388248988484634
151,0.049312162217764445,0.05341733598741192,0.41707323475073066,0.41664528031371495,0.25624813868252005,0.04492940704394395
152,0.04931216221864774,0.053417335981465475,0.4184798897227576,0.4175598814564131,0.25694409093275683,0.04550546173813626
153,0.04931216221925085,0.05341733598495688,0.41871315153656374,0.41789432227291917,0.2570109701387195,0.04543914712631554
154,0.04931216222150599,0.053417335989917915,0.417064713322474,0.4167625523786061,0.2562813064867987,0.04497774254394327
155,0.049312162213807874,0.05341733597999883,0.41922356944882005,0.418880477139694,0.25720886709717494,0.04556904155525301
156,0.04931216222007919,0.05341733598060516,0.4180110676912762,0.4171849931347381,0.25687957742119244,0.04541599234938032
157,0.049312162218762466,0.0534173359894136,0.41772626634977766,0.4185701613267879,0.256737314619833,0.04558918799084073
158,0.04931216221730863,0.05341733598015206,0.41960329883326325,0.41973219231979275,0.2575494831593516,0.04586149276390903
159,0.049312162214114316,0.0534173359850076,0.41988199008067034,0.41925288266202065,0.2576622996686905,0.045423100957342345
160,0.027514720641258907,0.051248658414434156,0.35962645650700414,0.33134568155182953,0.21381387723969342,0.029480063681358203
161,0.027514720644813816,0.05124865841882627,0.3587254167361027,0.33008829684965496,0.21340134665153299,0.029131340815585882
162,0.027514720642619107,0.0512486584129793,0.35983153859906114,0.33100450964534495,0.2140066002124187,0.029615395553111434
163,0.027514720638416444,0.051248658419735624,0.3601250754912339,0.3312306167564654,0.2139790477445757,0.029508696879838925
164,0.02751472064502236,0.051248658418978896,0.35874824345362677,0.33024420026966306,0.21337880204214005,0.029185594765059997
165,0.02751472064146556,0.051248658412569335,0.36032534052137255,0.33195187533003134,0.2140088555853124,0.029633452405574422
166,0.02751472064150724,0.05124865841523294,0.35953663951640935,0.3308948328026895,0.2138616971084935,0.029513677449092546
167,0.027514720642941602,0.05124865841692228,0.35928112145134083,0.33171057186833003,0.2137865326675045,0.02961448145888963
168,0.027514720643085133,0.05124865841335484,0.3606903404682862,0.33254816852903757,0.21430299522598423,0.029832374964990138
169,0.027514720638203392,0.051248658414693574,0.36097457654341547,0.3320161638068145,0.2143952845466716,0.02951253987622966
170,0.03406904276735001,0.043380265791649886,0.32239135250044015,0.2793687356536681,0.19863877429595211,0.019219934137727268
171,0.03406904277379132,0.04338026579190779,0.32171847490920313,0.2783588374151467,0.19842487593693958,0.018948806975545664
172,0.034069042772140776,0.043380265793065934,0.3225774621294927,0.27927973842999865,0.19886289340830307,0.019364886859662443
173,0.0340690427651428,0.043380265796850434,0.32288391362137137,0.27931688133079174,0.19877587156351392,0.01923174942769441
174,0.03406904277196217,0.04338026579166798,0.3217211993829382,0.27851627366369736,0.19834491235199184,0.01900056329662918
175,0.034069042774441984,0.04338026579189345,0.32288293628460224,0.27988986163237284,0.19866458479358987,0.019349211889298102
176,0.03406904276953815,0.04338026579657754,0.3223685209185039,0.2791914682817058,0.1987203894196181,0.019257561944273704
177,0.03406904277157878,0.04338026578959579,0.32214453770311235,0.2796513474539615,0.19870741298194183,0.01930707381932246
178,0.03406904277382394,0.04338026579271563,0.3232516288364048,0.28028230687250544,0.19892038001064155,0.019497505450826357
179,0.03406904276948632,0.04338026578844989,0.32354243609691136,0.27972103086252137,0.19896620926947223,0.019264471124921932
180,0.04196288505923966,0.04666025464289565,0.2915984357049991,0.24640278716914166,0.1918875410456243,0.012564668824190005
181,0.04196288506435049,0.04666025463876071,0.291015368981589,0.2456075164830181,0.19171929641112342,0.01235705702116563
182,0.04196288506450467,0.046660254644669184,0.29176578930204844,0.24649479684153036,0.19211166113448847,0.012718912698152573
183,0.041962885057500766,0.04666025464563717,0.2920750790046231,0.24638645740954407,0.1919959565637062,0.012572490718137198
184,0.041962885061891254,0.0466602546394973,0.2909917897778307,0.24572719667456763,0.19162282864323701,0.012399707762240886
185,0.04196288506657766,0.04666025464369137,0.2920204637267644,0.24687763666237278,0.19191757919420616,0.012664341121998235
186,0.04196288506262624,0.04666025464915804,0.2915519044303849,0.24630722979688366,0.19193164162973209,0.012611709507027547
187,0.04196288506377308,0.046660254638789464,0.29135193991946085,0.24661683318613545,0.19200052426031955,0.012623291629240363
188,0.041962885063415126,0.04666025464448498,0.29242011511958044,0.2471639692280701,0.1921717511673171,0.01278695008969839
189,0.041962885062252875,0.04666025463883339,0.2927303950146173,0.2466765658266088,0.19216196193586815,0.012616784404391068
190,0.03276258121896758,0.03683779644711198,0.2550390289112208,0.22281026420157354,0.18355084940141925,0.008451946277387722
191,0.032762581220860953,0.03683779644138148,0.2544324935643054,0.22218433579063007,0.18338742696880864,0.00829829199698171
192,0.03276258122214211,0.036837796446141734,0.25518838340174765,0.22301115401918842,0.18375574392403826,0.008611353873348415
193,0.032762581217369434,0.036837796448153104,0.2554934277841986,0.22281986648792973,0.18363569322232975,0.008463226718430005
194,0.03276258121872688,0.03683779644414176,0.25438827590706276,0.22225843994165873,0.1832766221650512,0.008328482290404171
195,0.032762581221690956,0.036837796446792324,0.2554871610571647,0.2232431655797784,0.1836090219122968,0.008519692766326714
196,0.03276258122143701,0.03683779645105991,0.25492797889830715,0.2227199061768168,0.1835311142148702,0.008507223412958398
197,0.03276258122177189,0.03683779644427378,0.2547127271718898,0.2229704163396379,0.1837012651149767,0.008494796286492589
198,0.03276258121634177,0.0368377964473879,0.2559291919773476,0.22348171850936552,0.18389565302759953,0.008630531691218746
199,0.03276258121887306,0.03683779644558456,0.2562499061228272,0.22310942443706824,0.1838460165378524,0.008507710655781198
